Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
May,2018,Burundi,-90.476190476190482,2
Apr.,2018,Burundi,-70,6
Mar.,2018,Burundi,-69.230769230769226,4
Feb.,2018,Burundi,16.666666666666664,7
Jan.,2018,Burundi,-88,3
Dec.,2018,Burkina Faso,-94.444444444444443,12
Nov.,2018,Burkina Faso,-79.088471849865954,78
Oct.,2018,Burkina Faso,-94.563426688632617,33
Sep.,2018,Burkina Faso,-94.092827004219416,28
Aug.,2018,Burkina Faso,-94.117647058823522,18
Jul.,2018,Burkina Faso,-95.928753180661573,16
Jun.,2018,Burkina Faso,-92.670157068062835,28
May,2018,Burkina Faso,-96.096654275092945,21
Apr.,2018,Burkina Faso,-97.840172786177107,20
Mar.,2018,Burkina Faso,-97.123893805309734,13
Feb.,2018,Burkina Faso,-97.142857142857139,6
Jan.,2018,Burkina Faso,-89.082969432314414,25
Dec.,2018,Bulgaria,-71.314741035856571,216
Nov.,2018,Bulgaria,4.1899441340782122,373
Oct.,2018,Bulgaria,86.196319018404907,607
Sep.,2018,Bulgaria,89.600000000000009,474
Aug.,2018,Bulgaria,125,306
Jul.,2018,Bulgaria,147.16981132075472,393
Jun.,2018,Bulgaria,76.036866359447004,382
May,2018,Bulgaria,180.20833333333331,538
Apr.,2018,Bulgaria,195.84664536741215,926
Mar.,2018,Bulgaria,-17.967332123411978,452
Feb.,2018,Bulgaria,12.903225806451612,210
Jan.,2018,Bulgaria,23.783783783783786,229
Dec.,2018,Brunei,-78.199189345686165,753
Nov.,2018,Brunei,-89.177750906892385,358
Oct.,2018,Brunei,-92.939137968377736,326
Sep.,2018,Brunei,-92.905788876276958,250
Aug.,2018,Brunei,-94.875659382064796,136
Jul.,2018,Brunei,-96.425359712230218,159
Jun.,2018,Brunei,-92.266571632216682,217
May,2018,Brunei,-95.279075485615934,192
Apr.,2018,Brunei,-93.962191358024697,313
Mar.,2018,Brunei,-87.604049493813278,551
Feb.,2018,Brunei,-91.636690647482013,186
Jan.,2018,Brunei,-94.668587896253598,185
Dec.,2018,Brazil,34440,3454
Nov.,2018,Brazil,8605.2631578947367,3308
Oct.,2018,Brazil,14328.125,4617
Sep.,2018,Brazil,15221.739130434782,3524
Aug.,2018,Brazil,9378.5714285714294,2654
Jul.,2018,Brazil,11020,4448
Jun.,2018,Brazil,14668.421052631578,2806
May,2018,Brazil,33791.666666666672,4067
Apr.,2018,Brazil,25820,5184
Mar.,2018,Brazil,19226.08695652174,4445
Feb.,2018,Brazil,44380,2224
Jan.,2018,Brazil,24685.714285714286,3470
Dec.,2018,Botswana,-47.368421052631575,10
Nov.,2018,Botswana,26.666666666666668,38
Oct.,2018,Botswana,-20,32
Sep.,2018,Botswana,-55.769230769230774,23
Aug.,2018,Botswana,-28.205128205128204,28
Jul.,2018,Botswana,42.857142857142854,40
Jun.,2018,Botswana,-32.142857142857146,19
May,2018,Botswana,-72.727272727272734,12
Apr.,2018,Botswana,-57.446808510638306,20
Mar.,2018,Botswana,21.052631578947366,23
Feb.,2018,Botswana,-73.684210526315781,5
Jan.,2018,Botswana,-22.222222222222221,14
Dec.,2018,Bosnia and Herzegovina,-78.409090909090907,19
Nov.,2018,Bosnia and Herzegovina,-33.333333333333329,30
Oct.,2018,Bosnia and Herzegovina,-49.367088607594937,40
Sep.,2018,Bosnia and Herzegovina,-34.177215189873415,52
Aug.,2018,Bosnia and Herzegovina,-59.375,39
Jul.,2018,Bosnia and Herzegovina,-58.82352941176471,28
Jun.,2018,Bosnia and Herzegovina,-58.208955223880601,28
May,2018,Bosnia and Herzegovina,-15.384615384615385,44
Apr.,2018,Bosnia and Herzegovina,-27.692307692307693,47
Mar.,2018,Bosnia and Herzegovina,-71.212121212121218,19
Feb.,2018,Bosnia and Herzegovina,-58.695652173913047,19
Jan.,2018,Bosnia and Herzegovina,-52.631578947368418,18
Dec.,2018,Bolivia,41.935483870967744,88
Nov.,2018,Bolivia,-18.181818181818183,45
Oct.,2018,Bolivia,1.282051282051282,79
Sep.,2018,Bolivia,-24.03846153846154,79
Aug.,2018,Bolivia,123.25581395348837,96
Jul.,2018,Bolivia,-27.659574468085108,68
Jun.,2018,Bolivia,4.6875,67
May,2018,Bolivia,-1.8867924528301888,52
Apr.,2018,Bolivia,-68.137254901960787,65
Mar.,2018,Bolivia,53.488372093023251,66
Feb.,2018,Bolivia,-20.689655172413794,46
Jan.,2018,Bolivia,-57.303370786516851,38
Dec.,2018,Bhutan,313.33333333333331,62
Nov.,2018,Bhutan,111.53846153846155,55
Oct.,2018,Bhutan,212,78
Sep.,2018,Bhutan,420,104
Aug.,2018,Bhutan,152.94117647058823,43
Jul.,2018,Bhutan,291.66666666666663,94
Jun.,2018,Bhutan,166.66666666666669,64
May,2018,Bhutan,307.69230769230774,53
Apr.,2018,Bhutan,1175,204
Mar.,2018,Bhutan,330,43
Feb.,2018,Bhutan,427.27272727272725,58
Jan.,2018,Bhutan,1171.4285714285713,89
Dec.,2018,Benin,114.28571428571428,15
Nov.,2018,Benin,116.66666666666667,26
Oct.,2018,Benin,1150,25
Sep.,2018,Benin,400,20
Aug.,2018,Benin,112.5,17
Jul.,2018,Benin,500,24
Jun.,2018,Benin,166.66666666666669,24
May,2018,Benin,30,13
Apr.,2018,Benin,433.33333333333331,16
Mar.,2018,Benin,11.111111111111111,10
Feb.,2018,Benin,450,11
Jan.,2018,Benin,-36.363636363636367,7
Dec.,2018,Belize,-99.582089552238813,7
Nov.,2018,Belize,-99.560278490289491,12
Oct.,2018,Belize,-99.950062421972532,2
Sep.,2018,Belize,-99.865861837692833,4
Aug.,2018,Belize,-99.680255795363706,8
Jul.,2018,Belize,-99.91721854304636,4
Jun.,2018,Belize,-99.575871819038639,9
May,2018,Belize,-99.663978494623649,10
Apr.,2018,Belize,-99.928724162508914,3
Mar.,2018,Belize,-99.715009499683347,9
Feb.,2018,Belize,-99.882283696291935,2
Jan.,2018,Belize,-99.265687583444588,11
Dec.,2018,Belgium,1218.8976377952756,1675
Nov.,2018,Belgium,907.01107011070098,2729
Oct.,2018,Belgium,1541.3934426229507,4005
Sep.,2018,Belgium,1469.4736842105262,2982
Aug.,2018,Belgium,1687.1428571428571,2502
Jul.,2018,Belgium,2223.0769230769229,4832
Jun.,2018,Belgium,1544.9612403100775,2122
May,2018,Belgium,1246.606334841629,2976
Apr.,2018,Belgium,1293.7086092715231,4209
Mar.,2018,Belgium,1527.8350515463919,3158
Feb.,2018,Belgium,2513.8461538461538,1699
Jan.,2018,Belgium,1225.6637168141592,1498
Dec.,2018,Belarus,2016.6666666666667,127
Nov.,2018,Belarus,1984.6153846153848,271
Oct.,2018,Belarus,1255.5555555555554,244
Sep.,2018,Belarus,955.55555555555554,190
Aug.,2018,Belarus,636.84210526315792,140
Jul.,2018,Belarus,1385.7142857142858,208
Jun.,2018,Belarus,6350,129
May,2018,Belarus,2355.5555555555557,221
Apr.,2018,Belarus,1489.4736842105265,302
Mar.,2018,Belarus,1516.6666666666665,194
Feb.,2018,Belarus,364.28571428571428,65
Jan.,2018,Belarus,653.33333333333337,113
Dec.,2018,Barbados,-99.345692475463466,6
Nov.,2018,Barbados,-98.658410732714145,13
Oct.,2018,Barbados,-98.554216867469876,18
Sep.,2018,Barbados,-98.970840480274447,18
Aug.,2018,Barbados,-98.392554991539754,19
Jul.,2018,Barbados,-98.78154917319408,14
Jun.,2018,Barbados,-99.784946236559136,2
May,2018,Barbados,-99.106256206554121,9
Apr.,2018,Barbados,-98.888888888888886,19
Mar.,2018,Barbados,-98.865784499054826,12
Feb.,2018,Barbados,-98.392652123995404,14
Jan.,2018,Barbados,-98.733108108108098,15
Dec.,2018,Bangladesh,1663.4615384615383,917
Nov.,2018,Bangladesh,1800,969
Oct.,2018,Bangladesh,2493.75,1245
Sep.,2018,Bangladesh,4897.1428571428569,1749
Aug.,2018,Bangladesh,2010.7142857142858,1182
Jul.,2018,Bangladesh,1373.0769230769231,1149
Jun.,2018,Bangladesh,1476.2711864406781,930
May,2018,Bangladesh,4095.8333333333335,1007
Apr.,2018,Bangladesh,1960.2409638554218,1710
Mar.,2018,Bangladesh,1256.4102564102564,1058
Feb.,2018,Bangladesh,2621.875,871
Jan.,2018,Bangladesh,1521.9178082191781,1184
Dec.,2018,Bahrain,15.555555555555555,52
Nov.,2018,Bahrain,-5.5555555555555554,51
Oct.,2018,Bahrain,-48.387096774193552,48
Sep.,2018,Bahrain,-68.75,35
Aug.,2018,Bahrain,-16.417910447761194,56
Jul.,2018,Bahrain,200,78
Jun.,2018,Bahrain,-24.358974358974358,59
May,2018,Bahrain,-64.179104477611943,24
Apr.,2018,Bahrain,69.387755102040813,83
Mar.,2018,Bahrain,30,78
Feb.,2018,Bahrain,10.344827586206897,32
Jan.,2018,Bahrain,55.319148936170215,73
Dec.,2018,Azerbaijan,-96.4871194379391,45
Nov.,2018,Azerbaijan,-97.191887675507019,54
Oct.,2018,Azerbaijan,-96.89896632210737,93
Sep.,2018,Azerbaijan,-95.061728395061735,112
Aug.,2018,Azerbaijan,-96.686449060336301,67
Jul.,2018,Azerbaijan,-98.975167520693731,26
Jun.,2018,Azerbaijan,-95.13108614232209,78
May,2018,Azerbaijan,-97.135528003420262,67
Apr.,2018,Azerbaijan,-97.864923747276691,49
Mar.,2018,Azerbaijan,-97.420464316423036,60
Feb.,2018,Azerbaijan,-97.858197932053173,29
Jan.,2018,Azerbaijan,-96.212731668009667,47
Dec.,2018,Austria,-97.986102377059496,1281
Nov.,2018,Austria,-95.173192771084331,1923
Oct.,2018,Austria,-93.678863502234208,2999
Sep.,2018,Austria,-95.334965135652141,2268
Aug.,2018,Austria,-91.478781238147406,2022
Jul.,2018,Austria,-92.508047131087025,2537
Jun.,2018,Austria,-95.522888603208315,1602
May,2018,Austria,-94.087910421353286,2339
Apr.,2018,Austria,-96.003969912244045,2295
Mar.,2018,Austria,-95.10026963262554,2326
Feb.,2018,Austria,-97.002169773723608,1354
Jan.,2018,Austria,-98.225215948744349,1241
Dec.,2018,Australia,235485.18518518517,63608
Nov.,2018,Australia,142185.71428571429,39840
Oct.,2018,Australia,148162.5,47444
Sep.,2018,Australia,107937.77777777778,48617
Aug.,2018,Australia,91165.384615384624,23729
Jul.,2018,Australia,188027.77777777778,33863
Jun.,2018,Australia,132425.92592592593,35782
May,2018,Australia,141196.42857142858,39563
Apr.,2018,Australia,108262.2641509434,57432
Mar.,2018,Australia,131766.66666666669,47472
Feb.,2018,Australia,265582.3529411765,45166
Jan.,2018,Australia,317736.36363636365,69924
Dec.,2018,Armenia,-97.932618683001522,27
Nov.,2018,Armenia,-97.824397824397821,28
Oct.,2018,Armenia,-98.351365275631125,32
Sep.,2018,Armenia,-97.27272727272728,45
Aug.,2018,Armenia,-98.092443140132062,26
Jul.,2018,Armenia,-99.012616566099837,18
Jun.,2018,Armenia,-97.602131438721145,27
May,2018,Armenia,-98.808510638297875,28
Apr.,2018,Armenia,-98.418382572366454,53
Mar.,2018,Armenia,-98.732840549102434,36
Feb.,2018,Armenia,-99.151273090364455,17
Jan.,2018,Armenia,-99.170124481327804,22
Dec.,2018,Argentina,26020,1306
Nov.,2018,Argentina,10625,1287
Oct.,2018,Argentina,27628.571428571428,1941
Sep.,2018,Argentina,27400,1650
Aug.,2018,Argentina,68050,1363
Jul.,2018,Argentina,45475,1823
Jun.,2018,Argentina,10136.363636363636,1126
May,2018,Argentina,46900,2350
Apr.,2018,Argentina,66920,3351
Mar.,2018,Argentina,40485.714285714283,2841
Feb.,2018,Argentina,49975,2003
Jan.,2018,Argentina,37771.428571428572,2651
Dec.,2018,Antigua and Barbuda,-79.166666666666657,5
Nov.,2018,Antigua and Barbuda,-40,12
Oct.,2018,Antigua and Barbuda,-80.555555555555557,7
Sep.,2018,Antigua and Barbuda,-68.421052631578945,6
Aug.,2018,Antigua and Barbuda,-90.909090909090907,2
Jul.,2018,Antigua and Barbuda,-60,4
Jun.,2018,Antigua and Barbuda,0,11
May,2018,Antigua and Barbuda,-73.684210526315781,5
Apr.,2018,Antigua and Barbuda,-16.666666666666664,5
Mar.,2018,Antigua and Barbuda,-22.222222222222221,7
Feb.,2018,Antigua and Barbuda,100,4
Jan.,2018,Antigua and Barbuda,-68.181818181818173,7
Dec.,2018,Angola,50,24
Nov.,2018,Angola,185.71428571428572,20
Oct.,2018,Angola,80,36
Sep.,2018,Angola,-20.833333333333336,19
Aug.,2018,Angola,-56.862745098039213,22
Jul.,2018,Angola,-33.333333333333329,10
Jun.,2018,Angola,-21.428571428571427,11
May,2018,Angola,-32.142857142857146,19
Apr.,2018,Angola,-62.5,6
Mar.,2018,Angola,-25,9
Feb.,2018,Angola,-77.777777777777786,2
Jan.,2018,Angola,633.33333333333326,22
Dec.,2018,Andorra,-75,16
Nov.,2018,Andorra,-92.307692307692307,7
Oct.,2018,Andorra,-83.606557377049185,20
Sep.,2018,Andorra,-64.179104477611943,24
Aug.,2018,Andorra,-36.25,51
Jul.,2018,Andorra,-83.695652173913047,15
Jun.,2018,Andorra,-79.710144927536234,14
May,2018,Andorra,-52.542372881355938,28
Apr.,2018,Andorra,-85.585585585585591,16
Mar.,2018,Andorra,-82.857142857142861,12
Feb.,2018,Andorra,-82,9
Jan.,2018,Andorra,-95.3125,3
Dec.,2018,Algeria,106.45161290322579,64
Nov.,2018,Algeria,184.375,91
Oct.,2018,Algeria,258.8235294117647,122
Sep.,2018,Algeria,81.081081081081081,67
Aug.,2018,Algeria,196.2962962962963,80
Jul.,2018,Algeria,411.11111111111109,92
Jun.,2018,Algeria,76.923076923076934,69
May,2018,Algeria,136,59
Apr.,2018,Algeria,184.61538461538461,111
Mar.,2018,Algeria,79.487179487179489,70
Feb.,2018,Algeria,177.77777777777777,50
Jan.,2018,Algeria,814.28571428571422,64
Dec.,2018,Albania,-86.403508771929822,31
Nov.,2018,Albania,-88.014981273408239,32
Oct.,2018,Albania,-86.56126482213439,34
Sep.,2018,Albania,-90.585241730279904,37
Aug.,2018,Albania,-89.615384615384613,27
Jul.,2018,Albania,-93.918918918918919,18
Jun.,2018,Albania,-82.589285714285708,39
May,2018,Albania,-88.207547169811321,25
Apr.,2018,Albania,-83.75,39
Mar.,2018,Albania,-83.544303797468359,39
Feb.,2018,Albania,-85.9375,18
Jan.,2018,Albania,-97.719869706840385,7
Dec.,2018,Afghanistan,442.85714285714289,228
Nov.,2018,Afghanistan,394.44444444444446,267
Oct.,2018,Afghanistan,488.37209302325579,253
Sep.,2018,Afghanistan,858.53658536585374,393
Aug.,2018,Afghanistan,534.14634146341461,260
Jul.,2018,Afghanistan,886.66666666666674,296
Jun.,2018,Afghanistan,286.20689655172413,224
May,2018,Afghanistan,523.52941176470586,212
Apr.,2018,Afghanistan,627.27272727272725,240
Mar.,2018,Afghanistan,478.04878048780483,237
Feb.,2018,Afghanistan,300,128
Jan.,2018,Afghanistan,890.32258064516122,307
Dec.,2019,Zimbabwe,40.54054054054054,52
Nov.,2019,Zimbabwe,-26.865671641791046,49
Oct.,2019,Zimbabwe,134.69387755102039,115
Sep.,2019,Zimbabwe,-6.1728395061728394,76
Aug.,2019,Zimbabwe,30.833333333333336,157
Jul.,2019,Zimbabwe,31.25,42
Jun.,2019,Zimbabwe,-4.8780487804878048,39
May,2019,Zimbabwe,13.953488372093023,49
Apr.,2019,Zimbabwe,-30.909090909090907,38
Mar.,2019,Zimbabwe,16.666666666666664,42
Feb.,2019,Zimbabwe,17.241379310344829,34
Jan.,2019,Zimbabwe,-23.076923076923077,30
Dec.,2019,Zambia,-19.565217391304348,37
Nov.,2019,Zambia,11.666666666666666,67
Oct.,2019,Zambia,8.8888888888888894,49
Sep.,2019,Zambia,97.560975609756099,81
Aug.,2019,Zambia,207.69230769230771,120
Jul.,2019,Zambia,-21.951219512195124,32
Jun.,2019,Zambia,-16.326530612244898,41
May,2019,Zambia,152.94117647058823,43
Apr.,2019,Zambia,-14.0625,55
Mar.,2019,Zambia,-26.530612244897959,36
Feb.,2019,Zambia,61.111111111111114,29
Jan.,2019,Zambia,-7.1428571428571424,39
Dec.,2019,Yemen,-99.849702672678561,46
Nov.,2019,Yemen,-99.856774563162418,60
Oct.,2019,Yemen,-99.903246613631481,45
Sep.,2019,Yemen,-99.893020221787339,41
Aug.,2019,Yemen,-99.910773524903334,39
Jul.,2019,Yemen,-99.899416122859535,41
Jun.,2019,Yemen,-99.861656173240348,49
May,2019,Yemen,-99.957393483709282,17
Apr.,2019,Yemen,-99.884257166109052,64
Mar.,2019,Yemen,-99.897662956078619,49
Feb.,2019,Yemen,-99.954288036163234,18
Jan.,2019,Yemen,-99.881272084805644,42
Dec.,2019,Vietnam,26058.974358974359,30606
Nov.,2019,Vietnam,25600.613496932518,41892
Oct.,2019,Vietnam,28259.756097560978,46510
Sep.,2019,Vietnam,19453.571428571428,38325
Aug.,2019,Vietnam,24318.435754189944,43709
Jul.,2019,Vietnam,31498.449612403099,40762
Jun.,2019,Vietnam,26937.404580152674,35419
May,2019,Vietnam,22442.372881355932,39900
Apr.,2019,Vietnam,28850.261780104709,55295
Mar.,2019,Vietnam,27417.816091954024,47881
Feb.,2019,Vietnam,44646.590909090904,39377
Jan.,2019,Vietnam,28895.901639344258,35375
Dec.,2019,Venezuela,,117
Nov.,2019,Venezuela,757.8947368421052,163
Oct.,2019,Venezuela,8100,164
Sep.,2019,Venezuela,,196
Aug.,2019,Venezuela,5866.6666666666661,179
Jul.,2019,Venezuela,12800,129
Jun.,2019,Venezuela,13000,131
May,2019,Venezuela,17600,177
Apr.,2019,Venezuela,,191
Mar.,2019,Venezuela,,174
Feb.,2019,Venezuela,8700,88
Jan.,2019,Venezuela,12100,122
Dec.,2019,Vatican,-100,0
Nov.,2019,Vatican,-38.70967741935484,19
Oct.,2019,Vatican,-81.818181818181827,2
Sep.,2019,Vatican,-100,0
Aug.,2019,Vatican,-78.571428571428569,3
Jul.,2019,Vatican,-93.333333333333329,1
Jun.,2019,Vatican,-93.333333333333329,1
May,2019,Vatican,-95.833333333333343,1
Apr.,2019,Vatican,-100,0
Mar.,2019,Vatican,-100,0
Feb.,2019,Vatican,-88.888888888888886,1
Jan.,2019,Vatican,-95.652173913043484,1
Dec.,2019,Vanuatu,-94.434782608695656,32
Nov.,2019,Vanuatu,-93.647540983606561,31
Oct.,2019,Vanuatu,-97.821782178217816,11
Sep.,2019,Vanuatu,-96.478873239436624,25
Aug.,2019,Vanuatu,-97.836166924265839,14
Jul.,2019,Vanuatu,-95.114006514657973,15
Jun.,2019,Vanuatu,-95.702005730659025,15
May,2019,Vanuatu,-93.877551020408163,24
Apr.,2019,Vanuatu,-97.969543147208128,8
Mar.,2019,Vanuatu,-93.600000000000009,24
Feb.,2019,Vanuatu,-95.588235294117652,9
Jan.,2019,Vanuatu,-92.255892255892263,23
Dec.,2019,Uzbekistan,511.7021276595745,575
Nov.,2019,Uzbekistan,378.43137254901961,488
Oct.,2019,Uzbekistan,167.19576719576719,505
Sep.,2019,Uzbekistan,119.81424148606811,710
Aug.,2019,Uzbekistan,762.66666666666674,647
Jul.,2019,Uzbekistan,230.10752688172045,307
Jun.,2019,Uzbekistan,12.944983818770226,349
May,2019,Uzbekistan,105.23560209424083,392
Apr.,2019,Uzbekistan,-43.063583815028899,394
Mar.,2019,Uzbekistan,55.601659751037346,375
Feb.,2019,Uzbekistan,164.93506493506493,204
Jan.,2019,Uzbekistan,233.70786516853931,297
Dec.,2019,Uruguay,,94
Nov.,2019,Uruguay,,102
Oct.,2019,Uruguay,,189
Sep.,2019,Uruguay,,323
Aug.,2019,Uruguay,,75
Jul.,2019,Uruguay,,93
Jun.,2019,Uruguay,,309
May,2019,Uruguay,,191
Apr.,2019,Uruguay,,692
Mar.,2019,Uruguay,,241
Feb.,2019,Uruguay,,77
Jan.,2019,Uruguay,,89
Dec.,2019,Unknown,-100,0
Nov.,2019,Unknown,-100,0
Oct.,2019,Unknown,-100,0
Sep.,2019,Unknown,-100,0
Aug.,2019,Unknown,-100,0
Jul.,2019,Unknown,-100,0
Jun.,2019,Unknown,-100,0
May,2019,Unknown,-100,0
Apr.,2019,Unknown,-100,0
Mar.,2019,Unknown,-100,0
Feb.,2019,Unknown,-100,0
Jan.,2019,Unknown,-100,0
Dec.,2019,United States,420.71351351351353,144498
Nov.,2019,United States,295.11257259540162,148993
Oct.,2019,United States,124.21163433283139,153363
Sep.,2019,United States,156.53489310205728,127190
Aug.,2019,United States,349.50215541906687,117828
Jul.,2019,United States,442.2600940265487,156865
Jun.,2019,United States,580.17131118948873,175491
May,2019,United States,396.05587510271158,156962
Apr.,2019,United States,282.25969418685588,170247
Mar.,2019,United States,357.30121730121726,176564
Feb.,2019,United States,293.43211344145368,92669
Jan.,2019,United States,378.755683399833,103191
Dec.,2019,United Kingdom,2565.7060518731987,27750
Nov.,2019,United Kingdom,4108.59375,37709
Oct.,2019,United Kingdom,13746.356275303642,68401
Sep.,2019,United Kingdom,11818.26923076923,49580
Aug.,2019,United Kingdom,4999.8054474708169,26213
Jul.,2019,United Kingdom,3475.7725587144619,28928
Jun.,2019,United Kingdom,5354.756871035941,25801
May,2019,United Kingdom,28151.785714285717,31642
Apr.,2019,United Kingdom,2816.6339227242961,44537
Mar.,2019,United Kingdom,2225.9036144578313,38610
Feb.,2019,United Kingdom,5847.9797979797977,23554
Jan.,2019,United Kingdom,3797.6491862567814,21554
Dec.,2019,United Arab Emirates,22.904368358913814,1041
Nov.,2019,United Arab Emirates,-33.531157270029674,896
Oct.,2019,United Arab Emirates,-54.003724394785849,494
Sep.,2019,United Arab Emirates,-46.734955185659409,416
Aug.,2019,United Arab Emirates,-32.634338138925294,514
Jul.,2019,United Arab Emirates,12.831241283124129,809
Jun.,2019,United Arab Emirates,-16.431095406360424,473
May,2019,United Arab Emirates,-85.126162018592296,112
Apr.,2019,United Arab Emirates,27.56892230576441,1527
Mar.,2019,United Arab Emirates,41.759180187873611,1660
Feb.,2019,United Arab Emirates,-16.455696202531644,396
Jan.,2019,United Arab Emirates,14.020618556701031,553
Dec.,2019,Ukraine,1916.6666666666667,847
Nov.,2019,Ukraine,1673.6842105263158,1348
Oct.,2019,Ukraine,656.33802816901414,1074
Sep.,2019,Ukraine,491.66666666666669,781
Aug.,2019,Ukraine,261.61137440758296,763
Jul.,2019,Ukraine,540.17857142857144,717
Jun.,2019,Ukraine,664.86486486486479,566
May,2019,Ukraine,1007.3529411764706,753
Apr.,2019,Ukraine,1260.2272727272727,1197
Mar.,2019,Ukraine,1186.8131868131868,1171
Feb.,2019,Ukraine,597.05882352941182,474
Jan.,2019,Ukraine,815.09433962264154,485
Dec.,2019,Uganda,4100,42
Nov.,2019,Uganda,590.90909090909088,76
Oct.,2019,Uganda,992.30769230769238,142
Sep.,2019,Uganda,1366.6666666666665,132
Aug.,2019,Uganda,5175,211
Jul.,2019,Uganda,1144.4444444444446,112
Jun.,2019,Uganda,572.72727272727275,74
May,2019,Uganda,2166.666666666667,68
Apr.,2019,Uganda,2100,88
Mar.,2019,Uganda,2933.333333333333,91
Feb.,2019,Uganda,1600,68
Jan.,2019,Uganda,488.88888888888891,53
Dec.,2019,Tuvalu,-94.444444444444443,1
Nov.,2019,Tuvalu,-71.05263157894737,11
Oct.,2019,Tuvalu,-94.881889763779526,13
Sep.,2019,Tuvalu,-72.727272727272734,9
Aug.,2019,Tuvalu,-86.206896551724128,4
Jul.,2019,Tuvalu,-77.5,9
Jun.,2019,Tuvalu,-96.764705882352942,11
May,2019,Tuvalu,-86.36363636363636,3
Apr.,2019,Tuvalu,-85.714285714285708,4
Mar.,2019,Tuvalu,-93.61702127659575,3
Feb.,2019,Tuvalu,-86.666666666666671,4
Jan.,2019,Tuvalu,-52.631578947368418,9
Dec.,2019,Turkmenistan,-98.739495798319325,18
Nov.,2019,Turkmenistan,-98.253676470588232,38
Oct.,2019,Turkmenistan,-86.307277628032338,254
Sep.,2019,Turkmenistan,-98.11643835616438,33
Aug.,2019,Turkmenistan,-98.492723492723485,29
Jul.,2019,Turkmenistan,-98.024691358024697,40
Jun.,2019,Turkmenistan,-87.573099415204681,340
May,2019,Turkmenistan,-98.845750262329489,22
Apr.,2019,Turkmenistan,-98.872331856625053,28
Mar.,2019,Turkmenistan,-97.84502521779001,47
Feb.,2019,Turkmenistan,-97.285067873303163,30
Jan.,2019,Turkmenistan,-98.352124891587167,19
Dec.,2019,Turkey,546.15384615384619,1428
Nov.,2019,Turkey,1234.9693251533743,2176
Oct.,2019,Turkey,861.13989637305701,1855
Sep.,2019,Turkey,639.24050632911394,1752
Aug.,2019,Turkey,579.85865724381631,1924
Jul.,2019,Turkey,706.7729083665339,2025
Jun.,2019,Turkey,1261.1940298507463,2736
May,2019,Turkey,1179.1946308724832,1906
Apr.,2019,Turkey,777.38515901060077,2483
Mar.,2019,Turkey,610.4234527687297,2181
Feb.,2019,Turkey,656.84931506849318,1105
Jan.,2019,Turkey,729.49640287769785,1153
Dec.,2019,Tunisia,391.11111111111109,221
Nov.,2019,Tunisia,123.28767123287672,163
Oct.,2019,Tunisia,132.53012048192772,193
Sep.,2019,Tunisia,172.41379310344826,237
Aug.,2019,Tunisia,217.97752808988764,283
Jul.,2019,Tunisia,286.15384615384613,251
